link|name|location|company|date|description|date_of_download
https://team.vk.company/vacancy/32982/|PHP developer в команду Здоровья|Санкт-Петербург, гибкий|ВКонтакте||"PHP developer в команду Здоровья, Санкт-Петербург
Откликнуться
Наша команда развивает экосистему мини-приложений о здоровье и активности внутри ВКонтакте. Сервисы помогают пользователям считать шаги, тренироваться и бегать. Мы используем множество инструментов, например социальные механики и геймификацию. Любим экспериментировать и проверять самые крышесносные идеи.Приглашаем бэкенд-разработчика, который усилит команду и будет вместе с нами развивать и запускать продукты, а также улучшать существующие.
Задачи
Вам предстоит:
развивать и поддерживать имеющиеся сервисы: «Шаги», «Тренировки» и другие — некоторые уже набрали многомиллионную аудиторию, а некоторые только запущены;
разрабатывать сервисы для бега и ментального здоровья;
помогать проектировать и разрабатывать продуктовую экосистему — соединять сервисы геймификацией, общим профилем и контентной лентой;
разрабатывать библиотеки и инструменты, которыми будут пользоваться другие команды.

Требования
Мы ожидаем, что вы:
отлично владеете PHP;
понимаете, что такое настоящий highload, и готовы драться за каждую миллисекунду;
знаете, как правильно (и почему правильно) проектировать инфраструктуру;
при разработке думаете, как код будет работать с базами, хранилищами, другими сервисами, как будет тестироваться и деплоиться;
можете пилить проекты любой сложности: от быстрого MVP на коленке до масштабного крупного сервиса;
понимаете Git на уровне «могу кому угодно на пальцах объяснить, как он работает».
Будет плюсом
Будет плюсом, если вы:
умеете решать задачи быстро и без потери качества;
можете чётко аргументировать свою позицию и готовы нести ответственность за результат;
умеете выбирать подходы и инструменты, которые позволят решить задачу максимально эффективно;
самостоятельны и инициативны.
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:25:01.726476
https://team.vk.company/vacancy/28713/|Weekend offer Frontend в проекты WorkSpace B2B|Москва, гибкий|VK||"Weekend offer Frontend в проекты WorkSpace B2B, Москва
Откликнуться
Спасибо за интерес к проекту WorkSpace B2B!
VK WorkSpace, VK WorkMail, VK WorkDisk, VK Calendar — это единая экосистема из 5 сервисов, которые помогают бизнесу на каждом его этапе. Создать корпоративную почту, личные облачные пространства, настроить рассылки и многое другое можно в одном месте.
В наших сервисах есть всё, что нужно для организации работы:
управление пользователями, персонализированные настройка каждого сервиса, управление зоной DNS, управление ОШС, интеграции с LDAP, адресная книга, обмен почтовыми сообщениями, поиск, ассистенты, обмен файлами, общие ящики, организация встреч.
Наши продукты представлены в двух форматах работы:
1. on-premise на серверах для крупных компаний. Решение имеет возможность функционировать в закрытом контуре
2. SaaS-решение для среднего и малого бизнеса.
У нас большие планы на этот год: мы разрабатываем быструю персонализацию продукта под клиента, улучшения в интерфейсах по результатам UX тестирования, это поможет получить большую лояльность и привлечение клиентов, скорость работы с нашими сервисами.
У нас есть несколько команд: VK WorkSpace, VK WorkMail, VK WorkDisk, VK Calendar. Если вы любите экспериментировать, развивать highload-системы и хотите каждый день видеть результаты своей работы — присоединяйтесь к нам.
Задачи
разработка на JavaScript, TypeScript новых и поддержка существующих клиентских приложений
участие в проектировании UI и API в тесном взаимодействии с другими командами и проектами
написание интеграционных и unit тестов
инфраструктурные задачи по оптимизации сборки/деплоя/тестирования

Требования
понимание принципов работы браузера и основных API
отличное знание JavaScript (ES5+), умение писать структурированный и читаемый код
уверенная работа с Git
опыт работы с UNIX, знание основных команд и служб
опыт работы с TypeScript
опыт написания unit и UI тестов
работа с инструментами автоматизации Grunt/Gulp/Webpack
понимание принципов построения архитектуры современных SPA приложений (MV*, Flux и т.д.)
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:25:02.118993
https://team.vk.company/vacancy/32003/|Middle/Senior Android Developer в команду контента|Санкт-Петербург, гибкий|ВКонтакте||"Middle/Senior Android Developer в команду контента, Санкт-Петербург
Откликнуться
Наша команда развивает инструменты для создания контента — записей, историй, статей, фотографий, опросов и других форматов. Мы стремимся увеличить аудиторию авторов и поднять активность подписчиков.
Ищем специалиста, который усилит нашу команду.
Задачи
Вам предстоит:
• участвовать в разработке Android-приложения ВКонтакте;
• разрабатывать новые продукты для десятков миллионов пользователей, тестировать, оптимизировать и поддерживать существующие — в первую очередь истории, записи и фотографии;
• взаимодействовать с другими разработчиками в команде, дизайнерами и тестировщиками.

У нас интересно, потому что вы будете:

• создавать и улучшать продукты, которыми пользуются миллионы людей;
• переключаться между различными ключевыми проектами ВКонтакте;
• использовать data-driven подход для проверки гипотез и улучшения продукта.

Руслан Бранивщук, руководитель команды контента:

«Нам нужен ответственный человек, который ориентирован на результат, проявляет инициативу и умеет работать в команде. Вместе мы проверим множество гипотез и то, как они влияют на метрики наших продуктов, придумаем и реализуем новые фичи».
Требования
Мы ожидаем, что вы: 
• создавали приложения для Android 5+ не менее 2 лет;
• уверенно знаете Java и Android SDK;
• разрабатывали сложные, но быстрые интерфейсы (кастомные views и layouts, а также анимации);
• можете показать портфолио с выполненными проектами.

Будет плюсом, если вы работали с Kotlin и RxJava 2.

Приглашаем специалиста, который сможет посещать офис в Санкт-Петербурге в гибридном режиме или работать удалённо. Ждём ваших откликов. Удачи!
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:25:02.205805
https://team.vk.company/vacancy/33689/|Go Developer|Москва, гибкий|VK Play||"Go Developer, Москва
Откликнуться
VK Play — площадка для геймеров, разработчиков и авторов контента. Она объединяет в себе каталог игр, стриминг, киберспорт, новостное медиа, а также облачный гейминг и околоигровые сервисы.
Ищем разработчика, который усилит нашу команду.
Задачи
• Разработка системы авторизации VK Play;
• проектирование и проработка новой функциональности для системы авторизации VK Play;
• поддержка работоспособности сервиса авторизации;
• помощь коллегам по вопросам работы и подключения к системе авторизации.
Требования
• Опыт коммерческой разработки кода на Go;
• умение работать с базами данных SQL;
• навыки веб-программирования, хорошее знание протокола HTTP, понимание, что такое куки;
• опыт использования систем контроля версий кода (Git в первую очередь);
• опыт работы с Linux-подобными ОС.
Будет плюсом
• Знание Bash, Python и Django;
• опыт работы с NoSQL базами данных — Tarantool или Memcached;
• опыт работы с брокерами сообщений — Kafka;
• опыт тестирования ПО — в частности, на Go;
• навыки быстрого поиска в логах нужной информации;
• опыт работы с Nginx, умение его грамотно отконфигурировать;
• желание развиваться как в своей предметной области, так и вне её.
Формат работы
офисный комбинированный дистанционный
Уровень
middle
График работы
полный
VK Play
VK Play — площадка для любителей игр, разработчиков и авторов контента. 
Мы объединяем в себе каталог игр, стриминг, киберспорт, новостное медиа, а также облачный гейминг и околоигровые сервисы.
Подробнее о проекте"|2023-10-08 16:25:02.248840
https://team.vk.company/vacancy/27959/|Тестировщик в команду NFT (веб + бэкенд)|Москва, гибкий|ВКонтакте||"Тестировщик в команду NFT (веб + бэкенд), Москва
Откликнуться
Наша команда — это стартап внутри большой компании. Вы сможете присоединиться к проекту с самого начала и поучаствовать в формировании отечественного рынка NFT.
Мы планируем интегрировать NFT внутрь ВКонтакте, чтобы расширить возможности экосистемы для пользователей и авторов. Ищем специалиста, который будет отвечать за качество продуктов, которыми ежедневно пользуются десятки миллионов людей.
Задачи
Вам предстоит:
• тестировать бэкенд и API сервисов, а также интерфейсов и веб-приложений ВКонтакте;
• писать и поддерживать чеклисты и тест-кейсы;
• развивать тестовый фреймворк и создавать для него автоматизированные тесты;
• регистрировать ошибки в баг-трекере и контролировать их исправление;
• взаимодействовать с командой разработки, чтобы улучшить продукт;
• применять гибкий и системный подход к решению сложных задач.
У нас интересно, потому что: 

• сейчас автоматические тесты составляют примерно 20%, в будущем этот процент будет расти; 
• вы увидите, как результат вашей работы отражается на метриках всей компании; 
• вы сможете предлагать и воплощать свои идеи.
Михаил Шваркунов, директор по QA:

«Инженер, которого мы ищем, опытный и ответственный. Он ориентирован на результат, проявляет инициативу и умеет работать в команде. Вместе мы проверим множество гипотез и то, как они влияют на метрики наших продуктов, придумаем и реализуем новые фичи».
Требования
Мы ожидаем, что вы:
• тестировали веб-приложения, API и бэкенд;
• разбираетесь в сетевых протоколах и веб-технологиях;
• умеете тестировать, располагая неполной функциональной спецификацией;
• работали с сервисами REST API и понимаете, как они устроены;
• знаете Java, Python или готовы быстро их освоить;
• пользовались инструментами для автоматического тестирования;
• разбирались в логах приложений и мониторинга HTTP/HTTPS-трафика;
• умеете планировать процесс тестирования.

Приглашаем специалиста, который сможет посещать офис в Москве или Санкт-Петербурге, работать в комбинированном режиме или полностью удалённо. Ждём ваших откликов. Удачи!
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:25:41.355764
https://team.vk.company/vacancy/32496/|Руководитель backend-разработки поиска|Москва, комбинированный|Дзен||"Руководитель backend-разработки поиска, Москва
Откликнуться
О Дзене
Каждый день миллионы людей смотрят, читают и обсуждают контент в Дзене, а наша команда делает платформу удобной и понятной. Хардкорные технари, артистичные продюсеры, фанаты больших данных и идеальных макетов — в нашей команде встречаются противоположности, и получается Дзен.

О команде 
Основной сценарий взаимодействия пользователя с Дзеном — рекомендательная лента. Сейчас мы расширяем возможности пользователей — и делаем поиск по Дзену. Ключевым свойством поиска будет персонализация, ведь рекомендательные алгоритмы и понимание интересов пользователей — наши сильные стороны. 
Нам предстоит продумать архитектуру, выбрать технологии, подобрать или написать компоненты по всему стеку: от базового поиска до окончательного формирования выдачи, выстроить процесс оценки качества и конвейер ML, встроить поиск в продукт понятным и заметным для пользователя образом.
Задачи
руководить командой бэкенд-разработчиков, управлять ростом и мотивацией сотрудников;
писать код, заниматься построением архитектуры;
решать оптимизационные задачи;
разрабатывать высоконагруженные и отказоустойчивые системы;
активно взаимодействовать с ML-командами.
Требования
опыт работы с поиском;
знание Java или С++;
базовые знания в ML;
знание алгоритмов и основных структур данных;
умение или желание научиться работать с большими данными и высоконагруженными системами;
умение работать с сетями и сетевой инфраструктурой;
желание решать технически сложные задачи и оптимизировать код.
Будет плюсом
опыт лидирования команды разработки;
Формат работы
комбинированный
Уровень
lead
График работы
полный
Дзен
В Дзене можно вести блоги, снимать ролики, общаться по интересам и просто хорошо проводить время. А еще в Дзене можно работать — вместе с нами делать сервис простым и удобным. Таким, чтобы сами хотели им пользоваться.
Подробнее о проекте"|2023-10-08 16:25:52.764371
https://team.vk.company/vacancy/33175/|Руководитель backend-разработки видео Дзена|Москва, гибкий|Дзен||"Руководитель backend-разработки видео Дзена, Москва
Откликнуться
Порекомендовать
Бонус за рекомендацию: 90000 ₽
О Дзене
Каждый день миллионы людей смотрят, читают и обсуждают контент в Дзене. Здесь можно все: снимать видео или короткие ролики, писать статьи или делиться фотографиями в постах.

О команде
Видео Дзена — это большая система, состоящая из множества микросервисов и десятков миллионов публикаций в день. Мы занимаемся как пользовательской частью, так и авторским продуктом, можно вживую пощупать все части большой контентной экосистемы. Любой рассказ о проекте будет востребован на технических конференциях и митапах — мы проверяли.
Мы ищем опытного руководителя, который готов выполнять функции технического лидера и заниматься развитием своей команды.
Если тебе интересно разрабатывать сложные отказоустойчивые сервисы, управлять людьми и проектами — пиши.
Задачи
организовывать и планировать работу нескольких команд разработки, поддерживать здоровую атмосферу в коллективе;
отвечать за стабильность и качество работы сервисов;
развивать технологии и инфраструктуру, чтобы писать код еще быстрее и качественнее, предлагать, как развивать продукт;
проектировать технические решения, отвечать за архитектуру и качество кода.
С помощью таких технологий, как:
Java 17, Spring, Mongo, PostgreSQL, Cassandra, Clickhouse.
Требования
опыт управления командой и желание продолжать;
желание работать с данными и решать R&D- и performance-задачи;
готовность взаимодействовать с менеджерами, дизайнерами, смежниками;
готовность самостоятельно развивать отдельные компоненты экосистемы.
Формат работы
офисный комбинированный
Уровень
lead
График работы
полный
Дзен
В Дзене можно вести блоги, снимать ролики, общаться по интересам и просто хорошо проводить время. А еще в Дзене можно работать — вместе с нами делать сервис простым и удобным. Таким, чтобы сами хотели им пользоваться.
Подробнее о проекте"|2023-10-08 16:25:52.810276
https://team.vk.company/vacancy/33460/|Senior backend AQA (python)|Москва, гибкий|VK||"Senior backend AQA (python), Москва
Откликнуться
ОРД — оператор рекламных данных — система, в которую будет стекаться информация обо всей транслируемой в Рунете рекламе. Отправлять ее нам будут рекламные системы, площадки, агентства, рекламодатели, для которых мы создадим API и веб-интерфейсы.

Мы ищем тестировщика backend. Мы активно обрастаем фичами, и нам хотелось бы видеть удовлетворенных пользователей, у которых все работает, как по маслу. Нам необходимо автоматизировать уже имеющуюся и новую функциональность, покрывать её регрессионными тестами. Также здесь можно будет поработать с архитектурой тестов.
Задачи
Рефакторинг и поддержка backend автотестов на Python написанных с использованием внутреннего фреймворка;
Тестирование и написание автотестов для новых фич;
Планирование и проведение регрессионного тестирования backend релизов;
Документирование обнаруженных ошибок и контроль их исправления;
Развитие фрэймворка и подходов автоматизированного тестирования.
Требования
Уверенное владение python и pytest;
Уверенное владение git;
Уверенное владение linux/unix;
Опыт работы и эксплуатации SQL;
Опыт работы и эксплуатации docker;
Опыт эксплуатации систем CI/CD (jenkins, GitLab CI).
Будет плюсом
Опыт работы с Kafka;
Опыт работы с Kubernetes.
Формат работы
комбинированный дистанционный
Уровень
senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:25:53.323301
https://team.vk.company/vacancy/32275/|UI/UX дизайнер|Санкт-Петербург, гибкий|Одноклассники||"UI/UX дизайнер, Санкт-Петербург
Откликнуться
Порекомендовать
Бонус за рекомендацию: 70000 ₽
Одноклассники — одна из крупнейших развлекательных социальных сетей в России с многомиллионной аудиторией.
О нас:
8,3 млрд виртуальных подарков, 614 млн открыток и 543 млн стикеров отправили друг другу пользователи ОК только в четвёртом квартале 2022 года! Средняя месячная аудитория на тот период — 36,6 млн человек.
Мы перезапустили систему рекомендаций и сфокусировались на авторском контенте. Благодаря этому проведенное время в ленте соцсети выросло на 28% по сравнению с прошлым годом, а охват групп авторов и медиа — на 78%.
В сентябре 2022 года мы представили новый контентный раздел «Увлечения» — это ещё больше объединило людей! Контент здесь смотрели более 21,4 млн человек в месяц.
«Моменты» тоже остаются в сердечке: средняя месячная аудитория выросла до 28 млн человек, а количество просмотров — до 456 млн.
Задачи
проектирование пользовательского опыта в интерфейсе продукта;
поиск концепций в рамках поставленной задачи;
поддерживать и развивать дизайн-систему;
взаимодействовать с командой разработки, тестирования, следить за качеством реализации дизайна в продукте.
Требования
опыт в продукте не менее двух лет;
опыт создания веб-интерфейсов и мобильных приложений;
умение понимать потребности бизнеса и пользователя, объяснять свои решения исходя из этого;
умение работать как в команде, так и самостоятельно;
умение искать нестандартные решения;
способность предлагать решения не только на поставленные задачи, но и проявлять инициативу в улучшении продукта;
знание Figma, инструментов прототипирования и понимание дизайн-систем;
умение самостоятельно приоритезировать свою работу.
В портфолио ваших работ мы ожидаем увидеть мобильные и web интерфейсы.
Формат работы
офисный комбинированный
Уровень
middle senior
График работы
полный
Одноклассники
Одноклассники — одна из крупнейших социальных сетей. OK – самый высоконагруженный в мире сервис, написанный на Java. Большинство задач, которые возникают перед нами каждый день, не имеют готовых решений, поэтому мы используем большое количество собственных разработок. 
Подробнее о проекте"|2023-10-08 16:26:53.042612
https://team.vk.company/vacancy/33251/|Дизайнер (музыкальная редакция VK Музыка)|Москва, гибкий|VK||"Дизайнер (музыкальная редакция VK Музыка), Москва
Откликнуться
Задачи
создание обложек для редакционных плейлистов на основе промо-фото и имеющихся шаблонов (Figma, PS); 
создание баннеров для редакционных плейлистов на основе промо-фото; 
ретушь (при необходимости) присланных фото-материалов при создании обложек и баннеров; 
создание обложек для нерегулярных плейлистов и обновление имеющихся шаблонов; 
cоздание изображений для сториз по мотивам редакционных обложек; 
брендирование видео айди от артистов по шаблону в Premier/After effects; 
работа с большим объемом материалов в сжатые сроки со строгими дедлайнами. 
Требования
уверенное знание Figma, Adobe Photoshop, Adobe Premier/After effects;
креативность, умение генерировать идеи; 
четкое следование рабочему флоу, дисциплинированность; 
активный отклик по всем запросам, готовность к ненормированному графику работы по четвергам.
Формат работы
комбинированный дистанционный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:26:53.177830
https://team.vk.company/vacancy/29750/|Коммуникационный дизайнер|Москва, офисный|VK||"Коммуникационный дизайнер, Москва
Откликнуться
Если ты опытный коммуникационный дизайнер, то эта вакансия тебе будет интересна.
Задачи
разрабатывать концепции визуальной коммуникации VK и ее продуктов;
создавать цифровые и печатные рекламные материалы — от идеи до воплощения;
разрабатывать айдентику мероприятий. Оформлять онлайн- и офлайн-ивенты (от Key Visual до конкретных носителей), разрабатывать мерч, лендинги, презентации, баннеры;
следить за соблюдением фирменного стиля и гайдлайнов VK и других продуктов компании;
принимать решения, анализировать информацию, задавать правильные вопросы, добиваться ответов и быть не просто исполнителем, а предлагать наиболее оптимальные решения, идеи и концепции, стремиться разобраться, что и с какой целью нужно сделать.
Требования
отлично владеешь инструментом Figma;
на профессиональном уровне владеешь Adobe Illustrator; Adobe Photoshop;
умеешь донести идею/концепцию на этапе драфта, кейвижуала, еще до финального продакшена;
xорошо ориентируешься в дизайне для физических (офлайн) и диджитальных носителей;
умеешь работать с дизайном носителей для полиграфии и наружной рекламы;
на хорошем уровне разбираешься в допечатной подготовке (prepress);
в целом разбираешься в рекламных форматах и носителях, понимаешь особенности различных рекламных каналов;
сможешь по необходимости сделать развернутый, детальный дизайн-бриф в продакшен;
нормально относишься к конструктивному фидбэку и критике;
понимаешь, что маркетинговый дизайн в первую очередь помогает достижению бизнес-целей;
отлично работаешь в команде (не интроверт и не одиночка);
умеешь быстро и хорошо собирать презентации в Keynote и PowerPoint (это может понадобиться для презентации концепций или для продакшен-брифа).
Будет плюсом
опыт работы в сетевом рекламном агентстве;
умеешь создавать 3D/motion для визуализации концепции/идеи;
на базовом уровне умеешь создавать анимацию для визуализации концепции/идеи.
Чтобы справиться с нашими задачами, тебе потребуется:
любовь к типографике и русскому языку;
умение создавать дизайн для маркетинговых проектов 360;
внимание к деталям;
навык создания безупречных макетов для печати на различных носителях;
готовность работать с большим объемом задач в сжатые сроки;
любовь к дизайну, экспериментам и всему новому.
Формат работы
офисный
Уровень
senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:26:53.268524
https://team.vk.company/vacancy/33167/|Коммуникационный дизайнер|Санкт-Петербург, гибкий|Одноклассники||"Коммуникационный дизайнер, Санкт-Петербург
Откликнуться
Порекомендовать
Бонус за рекомендацию: 70000 ₽
Одноклассники — одна из крупнейших развлекательных социальных сетей в России с многомиллионной аудиторией.
 О нас:
8,3 млрд виртуальных подарков, 614 млн открыток и 543 млн стикеров отправили друг другу пользователи ОК только в четвёртом квартале 2022 года! Средняя месячная аудитория на тот период — 36,6 млн человек.
Мы перезапустили систему рекомендаций и сфокусировались на авторском контенте. Благодаря этому проводимое время в ленте соцсети выросло на 28% по сравнению с прошлым годом, а охват групп авторов и медиа — на 78%.
В сентябре 2022 года мы представили новый контентный раздел «Увлечения» — это ещё больше объединило людей! Контент здесь смотрели более 21,4 млн человек в месяц.
«Моменты» тоже остаются в сердечке: средняя месячная аудитория выросла до 28 млн человек, а количество просмотров — до 456 млн.
Задачи
разработка кейвижуалов;
поддержка и развитие существующего брендбука, контроль соблюдения гайдлайнов подрядчиками;
создавать и документировать гайдлайны для разных графических направлений;
дизайн и верстка полиграфической продукции (плакаты, буклеты, листовки, визитки, брошюры, презентации);
разработка дизайн-макетов рекламной продукции;
разработка лендингов продуктов и услуг на Tilda, Readymag или WebFlow;
разработка концепции и дизайн оформление выставочных стендов,;
дизайн баннеров;
дизайн макетов писем для массовых e-mail рассылок;
дизайн сувенирной продукции;
подготовка рекламных материалов к печати;
разработка презентаций Power Point, Keynote, Google Презентаций.
Требования
рабочее понимание веб-технологий, умение создавать адаптивный дизайн для промо-сайтов;
знание веб-стандартов, основных рекламных форматов баннеров, понимание технических требований для интернет-рекламы;
знание основных рекламных форматов и понимание технических требований для печатной и рекламной продукции;
знание международных трендов в дизайне, умение применять их в рабочих проектах с учетом айдентики и гайдов бренда;
высокая скорость работы и гибкость мышления, здоровый перфекционизм и внимание к деталям;
отличные устные и письменные навыки общения;
умение работать самостоятельно и в команде, бесконфликтность, умение оценивать и распределять рабочее время, нести ответственность за результат;
знание Adobe Illustrator, Adobe Photoshop, Figma, какого-то инструмента для анимаций (Principle, Adobe After Effects или подобное).
Формат работы
офисный комбинированный
Уровень
middle senior
График работы
полный
Одноклассники
Одноклассники — одна из крупнейших социальных сетей. OK – самый высоконагруженный в мире сервис, написанный на Java. Большинство задач, которые возникают перед нами каждый день, не имеют готовых решений, поэтому мы используем большое количество собственных разработок. 
Подробнее о проекте"|2023-10-08 16:26:53.316913
